x,y,dem,aspect,slope,slope_main,drainage,hillshade,twi,dist_river,soil_type,landuse,label
404962.806569622,3085100.6291484796,3931.9878,177.8633,23.301447,23.301447,5.0,196.96764,8.121984,1212.3691,6.0,5897.0,0
355574.66407867416,3102741.8390152976,2579.1802,96.02305,35.21518,35.21518,7.0,23.300816,6.9944096,233.98814,4.0,135.0,1
376634.9272634965,3095217.8372030673,3174.9417,88.98804,35.94429,35.94429,8.0,51.445972,5.0548053,415.54123,4.0,135.0,0
392747.23601969983,3077461.387998913,1788.0574,95.15838,13.692745,13.692745,7.0,126.399826,8.827391,648.9664,3.0,5692.0,1
393165.5569926438,3088476.9415461025,2069.735,144.68909,32.90493,32.90493,5.0,136.04095,4.9279222,308.51508,3.0,5897.0,1
382854.84708456375,3096478.5478470046,2002.8468,91.17981,38.163906,38.163906,7.0,35.63204,7.426391,267.57568,3.0,135.0,1
350860.5504737511,3078843.5270648645,1352.389,128.55884,19.553137,19.553137,6.0,125.17168,9.298373,232.18126,1.0,0.0,0
385557.0404749795,3058356.794614451,1652.851,246.85805,22.011515,22.011515,2.0,221.31909,12.239292,87.06797,1.0,0.0,0
379077.1367377741,3102172.0432278584,2550.725,21.534382,35.455616,35.455616,2.0,177.1368,8.300537,560.5206,4.0,135.0,0
392620.6320752506,3086461.405581414,1452.1342,132.03415,38.091843,38.091843,7.0,64.201195,10.182342,486.50836,3.0,5897.0,1
355529.3713119296,3111334.9879808784,4270.5137,68.05028,42.17473,42.17473,8.0,55.355213,8.20476,164.17694,6.0,135.0,0
361402.5444525674,3097345.2002090802,2410.1582,199.85382,18.948261,18.948261,2.0,225.83635,9.04847,1028.5656,3.0,0.0,0
387872.2659898273,3059903.2944140406,1706.6449,122.88674,3.5883522,3.5883522,7.0,174.15388,9.669252,652.20306,2.0,0.0,0
372020.90901002946,3093343.6689585,3189.6216,120.79809,57.872738,57.872738,6.0,1.1674733,6.050364,982.0643,4.0,0.0,1
376266.1802905088,3088474.637651504,1965.0436,74.99178,57.10188,57.10188,8.0,8.728639,8.316744,328.35388,3.0,0.0,1
386361.04685941304,3101026.4526643194,3540.5737,144.86761,50.540443,50.540443,6.0,66.03016,8.001579,554.47705,6.0,135.0,1
382623.4873951485,3067615.365471711,1061.8448,26.293928,28.475664,28.475664,2.0,210.05402,8.325276,156.2918,2.0,0.0,0
356250.75930307095,3108853.039180733,4145.26,47.673656,48.548386,48.548386,1.0,79.66318,6.2074804,754.5891,6.0,135.0,1
391621.16462282033,3070522.2442366537,1234.7029,139.66096,26.601543,26.601543,6.0,123.75243,9.000039,431.45282,1.0,0.0,0
367344.7200644392,3107632.7935883463,3581.297,65.93646,45.50687,45.50687,8.0,47.54228,4.355695,1231.327,4.0,135.0,1
392545.7460565751,3077013.5597892264,1562.1874,120.64967,28.678806,28.678806,7.0,80.49626,7.5845647,428.5144,3.0,5692.0,1
375863.916343984,3086658.7197781885,1897.0458,107.424,37.800266,37.800266,6.0,39.535324,9.716944,739.9355,3.0,3461.0,0
385270.34158100537,3115884.1040882,5091.72,96.971405,19.553137,19.553137,8.0,116.31549,8.286773,3226.2178,0.0,135.0,0
390056.9236159207,3086302.0438259924,2088.4133,91.53975,47.25373,47.25373,7.0,1.5232433,9.870523,349.47906,3.0,5897.0,1
370508.2335582725,3072857.8786035986,1143.9896,153.26132,16.966797,16.966797,6.0,162.87292,5.6044345,677.5408,1.0,0.0,1
366642.9698294179,3100671.342948569,2129.5112,203.82423,35.31238,35.31238,3.0,238.30447,6.7972174,298.80655,3.0,135.0,0
400442.1878193881,3070212.586232786,2047.307,231.62802,38.786797,38.786797,3.0,250.1778,6.090936,727.8845,3.0,0.0,0
392782.8684027643,3083263.6760373563,1778.3951,20.394518,22.200188,22.200188,8.0,182.68231,12.41376,846.1486,3.0,5897.0,1
388413.5168549909,3080299.760444186,1428.8474,107.48012,36.06108,36.06108,6.0,53.652966,5.647487,783.61176,3.0,0.0,1
364409.7308010629,3105413.5519512407,3425.6265,83.34719,32.64351,32.64351,7.0,68.88441,9.172825,2243.9602,6.0,135.0,1
378993.2825886145,3103663.2454551053,2787.2039,123.13313,28.768295,28.768295,6.0,87.86223,7.3550997,677.5408,4.0,135.0,1
359065.46850017755,3086001.9923982136,1789.3672,217.10272,20.329687,20.329687,4.0,228.53581,6.6408563,859.48236,1.0,0.0,0
380515.5729652705,3085380.5354693024,1871.8341,242.837,26.496002,26.496002,2.0,229.07066,5.871305,267.57568,3.0,0.0,0
355205.0789210194,3103109.364165075,2867.9465,134.9158,37.72996,37.72996,6.0,80.83222,11.313036,595.4951,4.0,135.0,1
392841.4185066659,3093862.089781669,3142.632,156.26616,32.845776,32.845776,5.0,155.94576,4.783392,587.664,4.0,5897.0,0
378163.05749930354,3104320.0744078048,2720.1233,168.5969,32.38743,32.38743,5.0,171.6253,7.048144,435.33987,4.0,135.0,1
400484.96274816885,3080655.208031363,2816.0623,119.786606,8.575912,8.575912,3.0,197.94302,14.912584,0.0,4.0,5897.0,0
355781.08446318057,3100004.7348797508,2091.6975,81.24239,51.174953,51.174953,8.0,23.43279,7.178523,91.7777,3.0,135.0,1
399036.87300714897,3085268.6924539846,3389.165,217.67395,13.8644495,13.8644495,3.0,222.69983,6.1551676,759.59564,4.0,5897.0,0
392131.34219100117,3081870.666601889,1741.6058,80.4995,44.177654,44.177654,7.0,20.754759,9.742493,116.09063,3.0,5897.0,0
377577.0631836956,3106054.514219729,2718.467,116.07239,37.734257,37.734257,6.0,60.512527,14.514789,246.2654,4.0,135.0,1
373051.36484743375,3101302.0468494794,3305.6716,105.39363,45.476063,45.476063,7.0,9.206459,4.1745377,82.08847,4.0,135.0,1
365875.67126875516,3098947.9547857945,2349.0762,24.961948,38.03126,38.03126,1.0,166.77715,8.493674,857.0288,3.0,135.0,0
374392.8660492048,3109949.9552423684,4687.7417,29.879793,31.9307,31.9307,1.0,162.15591,8.692195,1246.6237,6.0,135.0,0
367063.9122381929,3082589.955371424,1871.8315,74.979576,32.94656,32.94656,8.0,71.531845,4.90813,513.46326,1.0,0.0,1
369684.16012467386,3071985.66374813,924.31335,192.4613,38.198982,38.198982,4.0,221.5191,9.738894,116.09063,2.0,0.0,0
364424.0303225584,3105489.9746891716,3477.6152,109.90163,22.785208,22.785208,7.0,46.79752,13.404646,2237.758,6.0,135.0,1
373569.54568146955,3073841.4464860284,1279.3672,84.386734,29.127308,29.127308,8.0,81.176994,9.308594,371.67136,1.0,8120.0,0
402655.58536697493,3070653.8393262667,2698.4187,208.16357,22.81958,22.81958,3.0,229.71149,10.657269,147.98709,3.0,5897.0,1
382007.8468566273,3117209.0587239508,5449.7007,157.5366,1.4386119,1.4386119,5.0,176.67508,12.098032,4451.739,6.0,135.0,0
379098.00790751446,3103866.9009336643,2972.5823,126.83773,56.743736,56.743736,6.0,16.222748,8.357715,902.97314,4.0,135.0,1
392540.4044132014,3077105.3177271625,1611.7064,132.34894,29.208614,29.208614,6.0,75.41987,6.4338436,506.85892,3.0,5692.0,1
360589.6425732131,3101720.6203046534,2944.7249,86.36423,50.30688,50.30688,7.0,1.0,9.920048,1101.3324,4.0,135.0,1
386660.86457273515,3072581.497261068,1657.1296,152.85117,51.03704,51.03704,5.0,122.31562,7.862404,1555.6252,2.0,0.0,0
360340.68959759444,3103442.5977953607,3603.8726,109.15216,50.994827,50.994827,7.0,4.6558266,11.797211,1865.8206,6.0,135.0,1
351447.5647799528,3102968.9628179637,4187.301,52.104565,25.810688,25.810688,8.0,134.84726,8.051297,1580.3363,6.0,135.0,0
350076.64552725054,3080156.425783154,1701.041,146.73836,44.993053,44.993053,5.0,94.77008,6.9624553,677.5408,1.0,0.0,1
380238.3112024711,3093363.5836312445,1851.1549,52.966835,42.302406,42.302406,8.0,85.06459,10.797423,881.2571,3.0,0.0,1
365138.7109201152,3100515.3750068457,2658.2285,133.71136,44.27354,44.27354,6.0,77.11418,8.634004,1051.2454,4.0,135.0,1
349621.2292379662,3076713.235176871,1851.5222,55.773186,19.2226,19.2226,8.0,136.91515,10.564581,587.664,1.0,0.0,0
392619.28156217304,3076995.171656924,1476.6044,95.39393,57.022896,57.022896,7.0,9.34953,9.600235,363.65286,3.0,5692.0,1
375564.1646360798,3092885.611302068,3109.9011,110.38792,51.68749,51.68749,6.0,4.0402336,5.5314555,116.09063,4.0,0.0,1
392535.25067942875,3077078.222391276,1591.9369,127.91587,35.24731,35.24731,6.0,82.520996,7.621645,480.4105,3.0,5692.0,1
385571.6246684819,3105067.903131649,4782.0205,215.67996,36.076336,36.076336,4.0,244.33525,5.1664,2285.4307,6.0,135.0,0
370983.83607314277,3077099.7040074845,1553.647,222.09628,20.075302,20.075302,3.0,232.78696,5.71287,1110.8514,1.0,3198.0,0
365708.69078509125,3102888.313197197,2637.8665,56.27042,38.465317,38.465317,8.0,95.01867,10.358023,781.4589,4.0,135.0,0
383602.4842790154,3081705.2143757166,2245.8628,147.44185,19.37132,19.37132,6.0,154.92006,8.675949,1341.6505,3.0,0.0,0
359218.42174812785,3088696.88868493,1842.1002,171.8684,32.91072,32.91072,5.0,180.8293,6.240483,394.75082,2.0,0.0,0
364621.8944905542,3104345.226059658,3264.2505,80.097755,40.950405,40.950405,7.0,34.763073,15.008194,2380.035,4.0,135.0,1
388387.97246916825,3080418.370859639,1521.6398,129.5908,44.433613,44.433613,6.0,50.09329,8.55899,667.5211,3.0,0.0,1
356182.44239045004,3108442.6098081684,3889.0498,94.4285,41.477074,41.477074,6.0,5.9304886,7.03868,922.3545,6.0,135.0,1
394003.7451876383,3089950.0230879043,2090.3618,126.171364,57.486996,57.486996,6.0,1.0,7.5239778,1175.328,3.0,5897.0,1
368985.2224449276,3102714.1429230208,3174.6511,198.05623,32.08841,32.08841,3.0,229.39342,11.682383,1498.2551,4.0,135.0,0
372099.4244060874,3103684.751231014,4226.634,151.00168,13.795247,13.795247,5.0,175.92984,5.7029986,2427.6892,6.0,135.0,0
352977.7707901645,3083924.5198408356,1773.7461,108.41278,19.499895,19.499895,6.0,84.27273,7.0095725,1054.8448,1.0,0.0,0
396340.1329060446,3084246.673003007,2404.597,151.73451,48.292557,48.292557,5.0,96.23325,6.574308,339.70148,3.0,5897.0,1
354803.97865999327,3089789.0394101194,1531.2252,167.55296,26.058134,26.058134,5.0,177.65648,8.649611,597.6131,1.0,0.0,0
390169.13907153194,3079209.905913654,1733.1206,214.94199,42.04725,42.04725,3.0,251.26093,9.104053,957.7477,3.0,0.0,0
396665.1709589492,3074418.7000768045,1355.6342,95.112045,47.320553,47.320553,8.0,1.8955194,10.295272,82.08847,3.0,5897.0,1
369746.7175069244,3082910.5558097917,2519.767,183.8026,29.244787,29.244787,4.0,204.84325,7.050394,532.78516,3.0,0.0,0
385552.637083604,3115382.9768053773,5043.36,140.04636,7.608857,7.608857,7.0,164.97485,5.3504333,2762.646,6.0,135.0,0
384638.28830094176,3110256.314713696,4169.3535,102.84323,44.056755,44.056755,7.0,12.136547,9.3317795,752.91284,6.0,135.0,1
376323.56823489,3106297.4224420385,3040.3298,60.552856,48.376575,48.376575,8.0,44.84729,7.5712137,403.19562,4.0,135.0,1
374084.50728799426,3089419.8327664733,3561.103,141.40437,7.123699,7.123699,3.0,194.47371,6.625653,739.9355,4.0,0.0,0
355518.93285796494,3111095.9432428884,4299.218,50.71312,19.102526,19.102526,8.0,135.65514,8.088938,303.00543,6.0,135.0,1
371411.37745381787,3074159.017377682,1299.2775,151.0995,38.57484,38.57484,5.0,118.38963,7.2476034,1571.5172,2.0,0.0,0
356180.62120515027,3108948.412784108,4229.65,42.327415,41.474373,41.474373,8.0,130.785,9.346921,831.08246,6.0,135.0,1
354109.87159046164,3097276.3610855807,2429.457,115.76672,38.21232,38.21232,6.0,61.063152,11.420435,586.94696,3.0,135.0,1
378693.7349729864,3068355.22058974,1026.0671,51.91469,26.023016,26.023016,8.0,122.72233,7.911094,973.0167,1.0,0.0,0
362868.06797244493,3105710.9635667605,3605.0427,182.80939,51.179325,51.179325,4.0,203.36847,7.862641,696.54376,4.0,135.0,0
365159.9474464686,3099897.696799349,2529.811,46.452736,29.061684,29.061684,1.0,126.46643,10.82655,1026.1058,4.0,135.0,0
393883.49037913105,3075239.0302165593,1873.1976,144.2795,32.220497,32.220497,6.0,127.459656,6.697754,1548.0262,3.0,0.0,1
370989.3470805347,3100136.447364208,3016.9077,97.6994,48.13567,48.13567,7.0,3.1663275,7.365645,820.8847,4.0,135.0,1
375499.8171185743,3066386.5205232287,1510.5636,172.54208,4.645871,4.645871,5.0,198.86203,4.0272994,394.75082,1.0,0.0,0
393598.5613978236,3071142.9516524007,2134.0593,201.31589,20.238605,20.238605,3.0,209.16545,5.0420637,2311.0857,1.0,0.0,0
369878.06679246505,3100335.8732077293,2475.4873,89.87078,41.84114,41.84114,7.0,40.199562,7.67842,87.06797,4.0,135.0,1
356565.41508015565,3075541.408312384,916.8893,131.01439,32.947716,32.947716,6.0,85.42556,4.5912166,87.06797,2.0,0.0,1
394555.96205587476,3075178.4405526402,1776.3987,122.95675,39.096302,39.096302,6.0,58.28,5.688407,1451.4231,3.0,5897.0,1
352403.1042078787,3104177.6141609102,3334.0195,71.345116,25.223173,25.223173,8.0,109.108536,11.701485,41.044235,6.0,135.0,1
382744.34064181347,3103447.985789472,3693.7031,162.58328,39.224194,39.224194,5.0,149.2857,7.289054,1015.793,4.0,135.0,0
368526.0362843049,3098278.9286761093,2427.0085,128.66623,42.28387,42.28387,5.0,46.452545,7.7274623,702.56415,3.0,135.0,0
367999.0558415402,3102452.8274336522,2821.2373,219.11162,37.75486,37.75486,3.0,250.91316,11.008278,910.8677,4.0,135.0,0
362755.81329355633,3070095.435020091,749.82007,140.31369,23.4774,23.4774,6.0,123.849846,4.2680244,156.2918,7.0,0.0,0
354327.25414912036,3109289.5852820426,4479.5776,138.80539,28.558731,28.558731,6.0,113.88135,10.961742,1336.3035,6.0,135.0,0
364371.1186590302,3105555.6447600983,3541.932,113.87449,44.60341,44.60341,6.0,35.39456,8.457052,2177.4731,6.0,135.0,1
368514.7037243213,3090826.267237562,1894.4856,117.266785,13.795247,13.795247,6.0,139.81023,7.089293,584.0697,3.0,39.0,0
354738.6316420923,3085481.55688031,1119.5641,105.305374,10.779313,10.779313,8.0,135.54967,5.220602,41.044235,2.0,0.0,1
370594.7805369139,3091864.1270864075,2389.2385,119.93089,13.243657,13.243657,6.0,98.722015,6.954036,688.02673,4.0,0.0,1
381430.98489996674,3109040.415444277,3430.9062,140.65836,37.772865,37.772865,5.0,92.86282,12.924839,377.29456,4.0,135.0,1
396354.93965526554,3091132.8261953513,1465.0336,87.89421,13.230814,13.230814,8.0,135.75653,6.9804125,64.89664,3.0,5897.0,0
398565.4483412394,3077808.277763831,3016.651,137.11856,38.934757,38.934757,6.0,84.557396,5.6813893,1002.43774,4.0,5897.0,1
385721.47195576335,3070975.3750964277,899.667,103.73781,31.912262,31.912262,8.0,27.33374,9.988479,464.36252,2.0,0.0,1
358747.8045974317,3083848.707733566,1420.7241,218.72055,22.045374,22.045374,3.0,231.76233,11.441494,285.84003,2.0,0.0,0
364123.45801507594,3103326.7400182663,3520.492,56.232353,26.05287,26.05287,8.0,117.80822,9.296539,1810.837,4.0,135.0,0
368045.759985239,3108365.859421828,3778.6958,90.412895,22.830307,22.830307,7.0,117.9658,6.62838,501.00873,6.0,135.0,1
386369.8062472904,3079618.470056367,1938.0197,110.123886,38.252277,38.252277,7.0,57.166782,7.9113817,1087.8658,4.0,8039.0,1
382609.2877170479,3108575.3399652564,3466.2244,149.41917,23.15926,23.15926,6.0,153.09108,7.8286133,29.022657,4.0,135.0,0
397990.3800273136,3097405.1919418518,2706.7961,64.9847,35.919292,35.919292,8.0,89.33747,5.878659,129.79327,0.0,5897.0,1
355218.9009571881,3104500.8836546396,3424.8928,135.46716,50.847,50.847,6.0,42.47894,8.947422,954.66455,4.0,135.0,1
366211.07580512104,3068095.739886729,803.2091,106.97718,16.23342,16.23342,7.0,130.08862,8.890568,1329.0349,7.0,0.0,0
360509.9846943937,3105397.700372488,3966.9563,80.220474,37.772865,37.772865,7.0,76.92225,10.034468,1407.8232,5.0,135.0,1
394730.48868260736,3091239.520742924,1738.8251,152.3891,25.486917,25.486917,5.0,144.48378,9.522746,41.044235,3.0,5897.0,1
402760.72763739806,3071510.8001685767,2913.6802,181.54376,50.42687,50.42687,4.0,191.47522,8.55133,947.5797,4.0,5897.0,1
367839.95622985077,3099714.599081961,2392.137,145.40648,38.531612,38.531612,5.0,106.188644,9.732806,1195.2262,3.0,135.0,1
381144.8650369379,3093107.0189234577,1441.1442,150.6768,6.841563,6.841563,6.0,186.512,8.816043,29.022657,3.0,5897.0,0
397497.94742496446,3087510.088882786,2660.1973,166.97012,38.639053,38.639053,4.0,166.2806,11.006947,422.57626,3.0,5897.0,1
361338.9290915803,3102774.3992557996,2728.5828,98.912735,35.11132,35.11132,7.0,58.46902,8.603107,698.9581,4.0,135.0,1
398076.56527485244,3073247.3844294837,1298.2456,45.391663,4.8740406,4.8740406,3.0,171.40453,15.226835,29.022657,3.0,5897.0,0
365277.1366897022,3095040.058266279,1580.0688,25.927444,34.854385,34.854385,1.0,165.73834,8.613733,267.57568,3.0,0.0,1
366748.59554265696,3088182.0221874896,1421.8953,157.33046,35.484306,35.484306,5.0,138.93889,9.157535,554.47705,3.0,0.0,1
370638.25784386846,3102753.6503243325,3544.551,102.31408,38.489082,38.489082,8.0,58.167664,11.044452,1983.9698,6.0,135.0,1
355783.92283170234,3080721.9221720407,1285.349,114.787415,35.099182,35.099182,7.0,62.256123,9.729024,603.9224,1.0,0.0,0
374454.00721941085,3061771.0404797783,834.3135,243.19978,7.1571116,7.1571116,3.0,196.21817,6.55812,378.40915,1.0,0.0,0
400023.0663715495,3069606.7649547844,2359.9426,57.492634,31.872862,31.872862,1.0,104.50856,11.945931,1413.4957,4.0,0.0,0
390905.2501793102,3108087.0925437417,4911.093,212.00713,47.475056,47.475056,3.0,247.97824,7.7402735,717.9809,6.0,5897.0,0
362900.92285469157,3104941.8727001217,3370.6707,138.59894,59.749546,59.749546,6.0,25.172197,10.946618,837.6444,4.0,135.0,1
374178.4810797813,3092135.3949166117,2859.8425,181.12532,35.571068,35.571068,3.0,193.50096,10.580584,1336.3035,4.0,0.0,0
361517.5692108557,3098804.989736044,2562.937,108.24017,44.80898,44.80898,7.0,32.561188,7.346594,1084.376,4.0,135.0,1
377502.20841512806,3103073.9073864464,2927.5356,80.89879,32.514782,32.514782,7.0,53.668915,6.0635676,772.78784,4.0,135.0,1
389898.71956287767,3102560.69935939,4263.473,199.1037,15.851057,15.851057,3.0,215.8849,10.282943,1559.681,6.0,5897.0,0
358662.6417475026,3074846.774632522,810.6901,129.61674,19.682777,19.682777,6.0,127.702324,9.818369,64.89664,2.0,0.0,0
352379.0635228198,3097951.232061036,3309.7244,166.55542,38.043896,38.043896,5.0,164.37186,9.369621,324.4832,4.0,135.0,0
402076.9565437184,3071041.8397153034,2299.6396,174.9773,30.126965,30.126965,4.0,189.11197,12.926765,291.67407,3.0,5897.0,1
382357.0356247532,3096258.7521635955,1911.7831,140.49632,51.356525,51.356525,5.0,57.31541,7.181366,176.53793,3.0,135.0,1
403088.7890820986,3080804.035587084,3521.6663,206.20811,26.6456,26.6456,4.0,222.95015,4.581997,458.8885,4.0,5897.0,0
373861.23651677236,3079144.198421701,1949.2621,115.376595,38.730446,38.730446,7.0,48.69727,6.223112,478.65393,2.0,0.0,1
361135.4013196279,3111427.859205605,3992.8303,74.87606,22.625242,22.625242,8.0,112.84089,8.142056,185.83568,6.0,135.0,0
400576.86131810985,3072398.2086302894,2192.8225,161.82646,44.96591,44.96591,4.0,149.3502,6.3288636,1218.2604,3.0,5897.0,0
394986.08613529184,3078657.9985780646,2150.8015,107.618286,44.716595,44.716595,6.0,11.281955,9.035712,696.54376,4.0,5897.0,0
391036.12920770526,3100271.3054523156,4246.591,123.59388,32.599922,32.599922,6.0,75.75685,6.5310993,2197.3047,6.0,5897.0,0
381276.9897161588,3087404.5232766885,1675.9487,243.05835,44.61979,44.61979,3.0,240.57948,8.134944,290.22656,3.0,0.0,1
389322.46397379483,3083308.608531975,1313.4352,98.8687,44.050518,44.050518,8.0,41.341072,10.518172,492.5308,3.0,6545.0,0
380588.24601535825,3104188.069619863,3389.868,127.61203,41.483147,41.483147,6.0,54.73199,13.594075,1933.2227,4.0,135.0,1
369574.74964074785,3104950.087829181,3216.3083,118.20969,60.447155,60.447155,6.0,1.0,7.486294,145.11328,4.0,135.0,1
371926.34757098317,3093981.350728253,3479.8396,221.89404,17.043072,17.043072,3.0,210.67339,5.3096213,1256.3828,4.0,0.0,0
357289.26988091506,3110599.0183537365,3816.3147,132.12462,34.784355,34.784355,6.0,90.9892,8.202276,249.66234,6.0,135.0,1
361912.59903883486,3100933.4374657087,2124.1245,173.24094,35.301388,35.301388,4.0,178.35234,7.9178753,64.89664,3.0,135.0,1
393915.23955643934,3087505.1193801956,1323.088,187.20557,22.53372,22.53372,5.0,211.47012,7.935209,41.044235,3.0,5897.0,1
355077.96385065553,3098597.833389836,2323.8723,64.50724,59.867153,59.867153,8.0,1.0,9.844108,580.4531,3.0,0.0,1
406034.90189940116,3086871.566841676,3903.7664,202.97557,22.235867,22.235867,3.0,223.87614,12.612147,348.27188,6.0,5897.0,0
361897.2043121726,3070126.52157276,728.9734,20.693043,4.4056835,4.4056835,2.0,184.27216,5.586304,339.70148,1.0,4117.0,0
369756.15721804893,3105251.608523829,3416.62,96.750114,40.94202,40.94202,7.0,18.034239,9.02219,273.7992,4.0,135.0,1
369518.7849250429,3091310.1428635144,1821.4978,106.701385,13.307664,13.307664,6.0,120.13685,10.538005,169.2297,3.0,32.0,1
373109.0613706702,3091994.201752374,2390.8958,148.91545,38.743347,38.743347,5.0,114.69789,8.273073,261.20392,4.0,0.0,0
388177.500460608,3099053.206565473,3919.5806,175.05565,31.633215,31.633215,4.0,190.53061,14.18426,2113.878,6.0,5897.0,0
355989.6511471956,3106220.8501460804,3209.2715,121.193535,34.730595,34.730595,6.0,74.92878,10.559522,58.045315,4.0,135.0,1
380192.71437256126,3111596.006486936,4679.864,73.28783,18.928865,18.928865,1.0,122.86728,10.6547,2942.617,6.0,135.0,0
356602.86070011393,3112629.526441114,4795.5615,32.819397,28.548182,28.548182,1.0,158.95837,8.005847,350.6821,6.0,135.0,0
386985.28062721365,3064560.0232969834,1747.8921,33.360943,26.424122,26.424122,1.0,156.95314,5.4875627,875.02234,1.0,0.0,0
352088.36695278855,3105102.0040303655,3761.9524,161.85658,47.239243,47.239243,6.0,124.20512,8.891419,209.28535,6.0,135.0,0
370251.3298610512,3099705.9860206093,2490.4084,175.73477,38.258926,38.258926,5.0,186.0207,11.314283,324.4832,3.0,135.0,1
385870.8363785523,3073768.477154889,1996.0226,143.49316,56.903744,56.903744,6.0,83.62372,7.7282233,522.40784,3.0,0.0,1
373405.2502613513,3088253.8265000563,3408.0452,90.00444,57.02146,57.02146,8.0,1.0,8.099691,636.5166,4.0,0.0,0
353415.0653466069,3101673.5205195295,3454.2212,27.72495,41.164097,41.164097,1.0,154.532,8.522408,778.7596,4.0,135.0,0
397458.9900400402,3094630.782236612,1868.7432,143.58652,31.59941,31.59941,4.0,78.75746,10.985382,129.79327,3.0,5897.0,0
382025.2260899315,3096995.626520658,2305.2998,145.12286,31.698126,31.698126,6.0,121.89365,11.611786,846.1486,3.0,135.0,1
355071.70951747627,3098604.429419325,2324.6084,64.405396,60.250507,60.250507,8.0,2.4255202,8.811887,557.5071,3.0,0.0,1
391322.1800696191,3094306.673106484,3270.6882,92.17379,32.974255,32.974255,8.0,46.817245,3.0447378,501.00873,4.0,5897.0,0
368615.7052677416,3092004.6786772055,2367.9543,197.03809,37.813946,37.813946,4.0,225.5165,9.589114,104.64268,3.0,0.0,0
352162.66862592957,3104109.543950278,3505.175,37.938103,36.043907,36.043907,8.0,137.15808,6.9744487,285.84003,6.0,135.0,1
383057.4972862534,3064869.175653777,1528.0199,217.11133,12.740695,12.740695,4.0,217.54767,14.977032,1077.3623,1.0,0.0,0
376530.08590282954,3116091.934213235,5146.407,156.74428,18.970402,18.970402,5.0,166.98871,11.147048,902.97314,8.0,135.0,0
352249.5151111699,3082523.6997415237,1284.6508,127.30827,29.433031,29.433031,6.0,97.43157,7.294876,58.045315,2.0,0.0,0
402329.32078174665,3070402.3506141384,2393.9343,242.96391,58.000137,58.000137,2.0,234.73465,4.6149807,209.28535,4.0,0.0,0
365842.03640846896,3091738.057962349,1269.8545,65.57714,31.734217,31.734217,8.0,90.94423,13.817571,203.1586,3.0,0.0,0
394524.6707189949,3077617.4158611684,1728.6978,141.89561,38.512,38.512,6.0,100.034134,8.878324,348.27188,3.0,5897.0,1
387021.52775789384,3072810.3381207758,1899.7095,124.53945,44.084526,44.084526,6.0,36.935566,11.578106,1224.8112,3.0,0.0,1
400498.7097388294,3087855.007674696,2679.8953,28.204731,25.724977,25.724977,8.0,173.49219,7.825564,523.2134,3.0,5897.0,0
380393.6176150722,3109622.373027399,3597.728,111.2294,34.96092,34.96092,6.0,65.807755,14.586044,1046.4268,6.0,135.0,1
370779.0011552215,3097923.613849867,2472.3093,247.35072,32.14671,32.14671,3.0,230.91238,9.243452,290.22656,3.0,0.0,0
391576.24810717825,3076723.412023881,1297.7584,128.18321,25.18435,25.18435,6.0,111.25707,12.338359,493.38516,3.0,5688.0,1
375760.9674189509,3076259.910061955,1178.0734,203.7063,32.291565,32.291565,4.0,235.44357,8.857225,41.044235,1.0,0.0,0
392696.91520372283,3076750.201657162,1290.553,103.878555,60.870712,60.870712,7.0,1.0,7.2343535,129.79327,3.0,5692.0,1
360431.1713265777,3103470.883912555,3600.6064,113.0142,45.352173,45.352173,6.0,24.044989,8.322902,1774.1843,6.0,135.0,1
394213.2457525233,3077417.138219709,1744.4633,111.047356,36.051537,36.051537,7.0,60.62149,4.1712513,338.4594,3.0,5897.0,1
389446.7750106068,3075827.4027784076,1435.4999,10.869478,34.84102,34.84102,2.0,202.60841,10.454255,584.0697,3.0,0.0,0
377262.71375017316,3109528.661938289,3853.177,170.41856,51.169575,51.169575,4.0,158.60919,8.693683,587.664,6.0,135.0,1
387644.9435107932,3060241.9153671986,1801.5692,163.20625,32.718628,32.718628,4.0,163.38098,7.3899727,1022.4052,2.0,0.0,0
369047.8226146293,3113599.463968319,5339.1177,238.06235,38.607384,38.607384,3.0,241.51846,7.5864615,1613.8268,6.0,135.0,0
363703.34112133516,3092074.1811308553,2290.0444,136.33655,34.772995,34.772995,6.0,99.57601,12.809245,338.4594,3.0,4895.0,1
403876.5975534941,3070461.3940979983,2860.4387,142.43297,56.898785,56.898785,6.0,36.293423,9.12982,145.11328,4.0,5897.0,1
403834.4178942804,3070389.903803179,2768.6348,179.21916,1.0,0.0,5.0,191.6388,6.9862328,58.045315,4.0,5897.0,1
393411.08057165047,3078738.285148391,2478.3323,112.22043,34.748188,34.748188,6.0,40.228367,9.479715,895.9497,4.0,0.0,1
396244.4027921579,3073879.6033361964,1328.0754,136.06007,38.449722,38.449722,6.0,86.079124,7.904352,378.40915,3.0,5897.0,0
378788.1255421577,3104172.4892843934,3045.761,165.32237,38.84855,38.84855,5.0,157.43224,8.49855,817.8006,4.0,135.0,1
356805.3596085965,3110610.7144344747,3837.027,134.12625,22.649122,22.649122,6.0,82.37101,6.9937615,145.11328,6.0,135.0,1
360069.7781577451,3114238.2475971724,4801.385,153.77768,32.374275,32.374275,5.0,138.73029,7.76939,841.65704,5.0,135.0,0
354080.9330301463,3085981.75272106,1384.9468,172.57678,31.589378,31.589378,5.0,184.86325,10.423775,308.51508,2.0,0.0,1
